Season,Team,Place,Finish,ELO,Heritgae_Score,PPM,GF,GA,Wins,Finals,SF,QF,R16,Total,Section,Squad,MP,W,D,L,GF,GA,GD,Pts,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes,Lookup
2017,Sporting CP,32,25,1697.539917,7,0.5,0.833333333,1.333333333,0,0,0,0,1,5,GR,pt Club Crest Sporting CP,6,1,0,5,5,8,-3,3,,,,,45583,Bruno César - 2,Rui Patrício,,Sporting CP2017
2017,CSKA Moscow,32,26,1695.483765,16,0.5,0.833333333,1.833333333,0,0,0,1,2,8,GR,ru Club Crest CSKA Moscow,6,0,3,3,5,11,-6,3,,,,,23147,Alan Dzagoev - 2,Igor Akinfeev,,CSKA Moscow2017
2017,Ludogorets,32,27,1540.83313,1,0.5,1,2.5,0,0,0,0,0,1,GR,bg Club Crest Ludogorets,6,0,3,3,6,15,-9,3,,,,,22946,Jonathan Cafu - 2,Vladislav Stoyanov,,Ludogorets2017
2017,Celtic,32,28,1602.249756,14,0.5,0.833333333,2.666666667,0,0,0,0,3,8,GR,sct Club Crest Celtic,6,0,3,3,5,16,-11,3,,,,,57781,Moussa Dembélé - 3,Craig Gordon,,Celtic2017
2017,PSV,32,29,1694.911133,35,0.333333333,0.666666667,1.833333333,0,0,1,2,4,11,GR,nl Club Crest PSV Eindhoven,6,0,2,4,4,11,-7,2,,,,,34130,"Davy Pröpper, Luuk de Jong... - 1",Jeroen Zoet,,PSV2017
2017,Basel,32,30,1677.073608,12,0.333333333,0.5,2,0,0,0,0,3,6,GR,ch Club Crest Basel,6,0,2,4,3,12,-9,2,,,,,33830,"Seydou Doumbia, Renato Steffen... - 1",Tomáš Vaclík,,Basel2017
2017,Club Brugge,32,31,1643.267944,3,0,0.333333333,2.333333333,0,0,0,0,0,3,GR,be Club Crest Club Brugge,6,0,0,6,2,14,-12,0,,,,,21092,"Jelle Vossen, José Izquierdo - 1",Ludovic Butelle,,Club Brugge2017
2017,Dinamo Zagreb,32,32,1598,3,0,0,2.5,0,0,0,0,0,3,GR,hr Club Crest Dinamo Zagreb,6,0,0,6,0,15,-15,0,,,,,12577,,Dominik Livakovi?,,Dinamo Zagreb2017
2016,Real Madrid,1,1,2019.369385,304,2.307692308,2.153846154,0.461538462,3,3,9,10,16,16,W,es Club Crest Real Madrid,13,9,3,1,28,6,22,30,,,,,72831,Cristiano Ronaldo - 16,Keylor Navas,? Champions League via playoff win,Real Madrid2016
2016,Atlético Madrid,2,2,1936.069824,42,1.692307692,1.307692308,0.615384615,0,1,1,2,3,4,F,es Club Crest Atlético Madrid,13,6,4,3,17,8,9,22,,,,,44276,Antoine Griezmann - 7,Jan Oblak,,Atlético Madrid2016
2016,Bayern Munich,4,3,2001.886597,271,2.166666667,2.5,0.916666667,2,4,7,11,14,15,SF,de Club Crest Bayern Munich,12,8,2,2,30,11,19,26,,,,,70000,Robert Lewandowski - 9,Manuel Neuer,,Bayern Munich2016
2016,Manchester City,4,4,1863.853638,8,1.75,1.5,1,0,0,0,0,2,4,SF,eng Club Crest Manchester City,12,6,3,3,18,12,6,21,,,,,47779,"Kevin De Bruyne, Raheem Sterling - 3",Joe Hart,,Manchester City2016
2016,Barcelona,8,5,2055.53833,363,2.3,2.2,0.8,4,4,10,12,14,15,QF,es Club Crest Barcelona,10,7,2,1,22,8,14,23,,,,,74651,Luis Suárez - 8,Marc-André ter Stegen,,Barcelona2016
2016,Wolfsburg,8,6,1784.711304,1,2.1,1.5,1.1,0,0,0,0,0,1,QF,de Club Crest Wolfsburg,10,7,0,3,15,11,4,21,,,,,23951,Julian Draxler - 3,Diego Benaglio,,Wolfsburg2016
2016,Paris S-G,8,7,1917.649414,25,2,1.8,0.6,0,0,0,3,4,5,QF,fr Club Crest Paris S-G,10,6,2,2,18,6,12,20,,,,,46322,Zlatan Ibrahimovi? - 5,Kevin Trapp,,Paris S-G2016
2016,Benfica,8,8,1783.879883,20,1.7,1.5,1.2,0,0,0,2,2,8,QF,pt Club Crest Benfica,10,5,2,3,15,12,3,17,,,,,45581,Nicolás Gaitán - 4,Júlio César,,Benfica2016
2016,Zenit,16,9,1755.512573,9,1.875,1.75,1.125,0,0,0,0,2,5,R16,ru Club Crest Zenit,8,5,0,3,14,9,5,15,,,,,17575,Artem Dzyuba - 6,Yuri Lodygin,,Zenit2016
2016,Chelsea,16,10,1797.782104,193,1.625,1.875,0.875,1,2,7,9,12,13,R16,eng Club Crest Chelsea,8,4,1,3,15,7,8,13,,,,,40153,Willian - 5,Asmir Begovi?,,Chelsea2016
2016,Dynamo Kyiv,16,11,1775.72583,13,1.5,1.125,0.875,0,0,0,0,1,11,R16,ua Club Crest Dynamo Kyiv,8,3,3,2,9,7,2,12,,,,,41706,"Andriy Yarmolenko, Vitaliy Buyalskyi - 2",Oleksandr Shovkovskiy,,Dynamo Kyiv2016
2016,Juventus,16,12,1914.154785,95,1.5,1.25,1.125,0,2,2,5,8,11,R16,it Club Crest Juventus,8,3,3,2,10,9,1,12,,,,,39241,"Álvaro Morata, Mario Mandžuki? - 2",Gianluigi Buffon,,Juventus2016
2016,PSV,16,13,1693.302612,32,1.5,1,0.875,0,0,1,2,3,10,R16,nl Club Crest PSV Eindhoven,8,3,3,2,8,7,1,12,,,,,34810,"Luuk de Jong, Maxime Lestienne - 2",Jeroen Zoet,,PSV2016
2016,Gent,16,14,1629.700806,0,1.25,1.25,1.375,0,0,0,0,0,0,R16,be Club Crest Gent,8,3,1,4,10,11,-1,10,,,,,19752,Danijel Mili?evi? - 3,Matz Sels,,Gent2016
2016,Arsenal,16,15,1846.943604,102,1.125,1.625,1.875,0,1,2,6,15,16,R16,eng Club Crest Arsenal,8,3,0,5,13,15,-2,9,,,,,57029,Olivier Giroud - 5,Petr ?ech,,Arsenal2016
2016,Roma,16,16,1762.846558,28,0.75,1.375,2.5,0,0,0,2,6,8,R16,it Club Crest Roma,8,1,3,4,11,20,-9,6,,,,,45324,"Miralem Pjani?, Edin Džeko... - 2",Wojciech Szcz?sny,,Roma2016
2016,Manchester Utd,32,17,1780.956909,201,1.75,1.75,1,1,3,5,10,13,15,GR,eng Club Crest Manchester Utd,8,4,2,2,14,8,6,14,,,,,75099,Anthony Martial - 2,David de Gea,,Manchester Utd2016
2016,Porto,32,18,1798.431152,105,1.666666667,1.5,1.333333333,1,1,1,4,10,13,GR,pt Club Crest Porto,6,3,1,2,9,8,1,10,,,,,37516,Vincent Aboubakar - 3,Iker Casillas,,Porto2016
2016,Olympiacos,32,19,1716.415283,20,1.5,1,2.166666667,0,0,0,0,3,14,GR,gr Club Crest Olympiacos,6,3,0,3,6,13,-7,9,,,,,31516,Felipe Pardo - 3,Roberto,,Olympiacos2016
2016,BATE Borisov,32,20,1576.557251,4,1.333333333,0.916666667,1.333333333,0,0,0,0,0,4,GR,by Club Crest BATE Borisov,12,4,4,4,11,16,-5,16,,,,,12814,Filip Mladenovi? - 2,Sergei Chernik,,BATE Borisov2016
2016,FC Astana,32,21,1436.616089,0,1.25,1.166666667,1.416666667,0,0,0,0,0,0,GR,kz Club Crest FC Astana,12,3,6,3,14,17,-3,15,,,,,23861,Patrick Twumasi - 2,Nenad Eri?,,FC Astana2016
2016,Dinamo Zagreb,32,22,1573,2,1.25,1.416666667,1.75,0,0,0,0,0,2,GR,hr Club Crest Dinamo Zagreb,12,4,3,5,17,21,-4,15,,,,,17066,"Junior Fernándes, Josip Pivari?... - 1",Eduardo Carvalho,,Dinamo Zagreb2016
2016,Leverkusen,32,23,1799.527954,48,1.125,2,1.625,0,1,1,1,6,8,GR,de Club Crest Leverkusen,8,2,3,3,16,13,3,9,,,,,27701,Javier Hernández - 5,Bernd Leno,,Leverkusen2016
2016,Valencia,32,24,1795.024536,85,1.125,1.125,1.5,0,2,2,4,6,9,GR,es Club Crest Valencia,8,3,0,5,9,12,-3,9,,,,,32902,"João Cancelo, Sofiane Feghouli... - 1",Jaume Doménech,,Valencia2016
2016,CSKA Moscow,32,25,1724.961426,15,1.1,1.4,1.6,0,0,0,1,2,7,GR,ru Club Crest CSKA Moscow,10,3,2,5,14,16,-2,11,,,,,17019,Seydou Doumbia - 3,Igor Akinfeev,,CSKA Moscow2016
2016,Shakhtar,32,26,1772.935791,20,1.1,1.3,1.6,0,0,0,1,3,10,GR,ua Club Crest Shakhtar,10,3,2,5,13,16,-3,11,,,,,30144,Alex Teixeira - 3,Andriy Pyatov,,Shakhtar2016
2016,Malmö,32,27,1532.45105,1,1.083333333,0.75,2.166666667,0,0,0,0,0,1,GR,se Club Crest Malmö,12,4,1,7,9,26,-17,13,,,,,20500,Markus Rosenberg - 1,Johan Wiland,,Malmö2016
2016,Sevilla,32,28,1837.183716,6,1,1.333333333,1.833333333,0,0,0,0,2,2,GR,es Club Crest Sevilla,6,2,0,4,8,11,-3,6,,,,,37267,"Yevhen Konoplyanka, Éver Banega - 2",Sergio Rico,,Sevilla2016
2016,M'Gladbach,32,29,1794.851074,0,0.833333333,1.333333333,2,0,0,0,0,0,0,GR,de Club Crest M'Gladbach,6,1,2,3,8,12,-4,5,,,,,45870,Lars Stindl - 3,Yann Sommer,,M'Gladbach2016
2016,Galatasaray,32,30,1619.192749,25,0.833333333,1,1.666666667,0,0,0,2,4,9,GR,tr Club Crest Galatasaray,6,1,2,3,6,10,-4,5,,,,,31182,"Lukas Podolski, Selçuk ?nan - 2",Fernando Muslera,,Galatasaray2016
2016,Maccabi Tel Aviv,32,31,1495.271362,1,0.666666667,1.083333333,2,0,0,0,0,0,1,GR,il Club Crest Maccabi Tel Aviv,12,2,2,8,13,24,-11,8,,,,,27622,Eran Zahavi - 1,Predrag Rajkovi?,,Maccabi Tel Aviv2016
2016,Lyon,32,32,1655.390991,56,0.666666667,0.833333333,1.5,0,0,1,4,10,12,GR,fr Club Crest Lyon,6,1,1,4,5,9,-4,4,,,,,31304,Alexandre Lacazette - 2,Anthony Lopes,,Lyon2016
2015,Barcelona,1,1,2018.157349,300,2.538461538,2.384615385,0.846153846,3,3,9,11,13,14,W,es Club Crest Barcelona,13,11,0,2,31,11,20,33,,,,,89813,"Lionel Messi, Neymar - 10",Marc-André ter Stegen,? Champions League via playoff win,Barcelona2015
2015,Juventus,2,2,1891.610352,64,1.846153846,1.307692308,0.769230769,0,1,1,4,7,10,F,it Club Crest Juventus,13,7,3,3,17,10,7,24,,,,,35985,Carlos Tevez - 7,Gianluigi Buffon,,Juventus2015
2015,Real Madrid,4,3,2086.312012,289,2.166666667,2,0.75,3,3,8,9,15,15,SF,es Club Crest Real Madrid,12,8,2,2,24,9,15,26,,,,,71579,Cristiano Ronaldo - 10,Iker Casillas,,Real Madrid2015
2015,Bayern Munich,4,4,2060.945801,256,2.083333333,2.75,1.083333333,2,4,6,10,13,14,SF,de Club Crest Bayern Munich,12,8,1,3,33,13,20,25,,,,,69000,Thomas Müller - 7,Manuel Neuer,,Bayern Munich2015
2015,Porto,8,5,1800.625122,98,2.25,2.333333333,1,1,1,1,3,9,12,QF,pt Club Crest Porto,12,8,3,1,28,12,16,27,,,,,35865,Jackson Martínez - 7,Fabiano,,Porto2015
2015,Atlético Madrid,8,6,1961.057739,35,1.7,1.5,0.5,0,1,1,1,2,3,QF,es Club Crest Atlético Madrid,10,5,2,3,15,5,10,17,,,,,43954,Mario Mandžuki? - 5,Miguel Ángel Moyá,,Atlético Madrid2015
2015,Monaco,8,7,1730.656372,35,1.5,0.7,0.5,0,1,1,1,2,3,QF,fr Club Crest Monaco,10,4,3,3,7,5,2,15,,,,,13275,"Aymen Abdennour, Dimitar Berbatov... - 1",Danijel Subaši?,,Monaco2015
2015,Paris S-G,8,8,1848.323242,18,1.5,1.4,1.5,0,0,0,2,3,4,QF,fr Club Crest Paris S-G,10,4,3,3,14,15,-1,15,,,,,46077,Edinson Cavani - 6,Salvatore Sirigu,,Paris S-G2015
2015,Arsenal,16,9,1857.137939,99,2,1.9,1.1,0,1,2,6,14,15,R16,eng Club Crest Arsenal,10,6,2,2,19,11,8,20,,,,,59861,"Danny Welbeck, Alexis Sánchez... - 3",Wojciech Szcz?sny,,Arsenal2015
2015,Chelsea,16,10,1949.939941,190,2,2.5,0.75,1,2,7,9,11,12,R16,eng Club Crest Chelsea,8,4,4,0,20,6,14,16,,,,,39851,Eden Hazard - 3,Thibaut Courtois,,Chelsea2015
2015,Leverkusen,16,11,1800.932251,45,1.9,1.5,0.7,0,1,1,1,5,7,R16,de Club Crest Leverkusen,10,6,1,3,15,7,8,19,,,,,26941,Son Heung-min - 3,Bernd Leno,,Leverkusen2015
2015,Dortmund,16,12,1800.736694,44,1.625,1.875,1.125,0,1,1,2,3,6,R16,de Club Crest Dortmund,8,4,1,3,15,9,6,13,,,,,65851,Ciro Immobile - 4,Roman Weidenfeller,,Dortmund2015
2015,Schalke 04,16,13,1770.2948,30,1.375,1.625,2.375,0,0,1,2,4,6,R16,de Club Crest Schalke 04,8,3,2,3,13,19,-6,11,,,,,51706,Klaas-Jan Huntelaar - 5,Ralf Fährmann,,Schalke 042015
2015,Shakhtar,16,14,1743.248291,17,1.25,1.875,1.375,0,0,0,1,2,9,R16,ua Club Crest Shakhtar,8,2,4,2,15,11,4,10,,,,,32516,Luiz Adriano - 9,Andriy Pyatov,,Shakhtar2015
2015,Manchester City,16,15,1945.553833,5,1,1.25,1.375,0,0,0,0,1,3,R16,eng Club Crest Manchester City,8,2,2,4,10,11,-1,8,,,,,43060,Sergio Agüero - 6,Joe Hart,,Manchester City2015
2015,Basel,16,16,1724.281616,9,1,1,1.625,0,0,0,0,2,5,R16,ch Club Crest Basel,8,2,2,4,8,13,-5,8,,,,,35434,Derlis González - 3,Tomáš Vaclík,,Basel2015
2015,Zenit,32,17,1764.810059,8,1.6,1.1,0.7,0,0,0,0,2,4,GR,ru Club Crest Zenit,10,5,1,4,11,7,4,16,,,,,14983,"Danny, Hulk... - 1",Yuri Lodygin,,Zenit2015
2015,Olympiacos,32,18,1694.085083,19,1.5,1.666666667,2.166666667,0,0,0,0,3,13,GR,gr Club Crest Olympiacos,6,3,0,3,10,13,-3,9,,,,,30306,"Ibrahim Afellay, Kostas Mitroglou - 2",Roberto,,Olympiacos2015
2015,Athletic Club,32,19,1777.577271,0,1.375,1.125,1,0,0,0,0,0,0,GR,es Club Crest Athletic Club,8,3,2,3,9,8,1,11,,,,,46031,Mikel San José - 2,Gorka Iraizoz,,Athletic Club2015
2015,NK Maribor,32,20,1476.374756,1,1.25,0.916666667,1.333333333,0,0,0,0,0,1,GR,si Club Crest NK Maribor,12,3,6,3,11,16,-5,15,,,,,12554,"Damjan Bohar, Agim Ibraimi... - 1",Jasmin Handanovi?,,NK Maribor2015
2015,Sporting CP,32,21,1676.993774,6,1.166666667,2,2,0,0,0,0,1,4,GR,pt Club Crest Sporting CP,6,2,1,3,12,12,0,7,,,,,36315,Nani - 4,Rui Patrício,,Sporting CP2015
2015,Ludogorets,32,22,1556.511353,0,1.083333333,1.083333333,1.5,0,0,0,0,0,0,GR,bg Club Crest Ludogorets,12,3,4,5,13,18,-5,13,,,,,35925,Dani Abalo - 2,Vladislav Stoyanov,,Ludogorets2015
2015,Malmö,32,23,1547.628662,0,1.083333333,1.083333333,1.75,0,0,0,0,0,0,GR,se Club Crest Malmö,12,4,1,7,13,21,-8,13,,,,,20500,Markus Rosenberg - 3,Robin Olsen,,Malmö2015
2015,BATE Borisov,32,24,1524.564575,3,1,0.833333333,2.333333333,0,0,0,0,0,3,GR,by Club Crest BATE Borisov,12,3,3,6,10,28,-18,12,,,,,11382,"Alyaksandr Karnitsky, Dzyanis Palyakow - 1",Sergei Chernik,,BATE Borisov2015
2015,Anderlecht,32,25,1612.680908,10,1,1.333333333,1.666666667,0,0,0,0,1,8,GR,be Club Crest Anderlecht,6,1,3,2,8,10,-2,6,,,,,19462,"Aleksandar Mitrovi?, Chancel Mbemba... - 2",Silvio Proto,,Anderlecht2015
2015,APOEL FC,32,26,1543.672607,8,0.9,1,1.5,0,0,0,1,1,2,GR,cy Club Crest APOEL FC,10,2,3,5,10,15,-5,9,,,,,18825,Gustavo Manduca - 1,Urko Pardo,,APOEL FC2015
2015,Ajax,32,27,1684.756958,16,0.833333333,1.333333333,1.666666667,0,0,0,1,2,8,GR,nl Club Crest Ajax,6,1,2,3,8,10,-2,5,,,,,51447,Lasse Schöne - 3,Jasper Cillessen,,Ajax2015
2015,Liverpool,32,28,1802.874878,128,0.833333333,0.833333333,1.5,1,2,3,5,6,8,GR,eng Club Crest Liverpool,6,1,2,3,5,9,-4,5,,,,,43372,Steven Gerrard - 2,Simon Mignolet,,Liverpool2015
2015,Benfica,32,29,1837.531372,19,0.833333333,0.333333333,1,0,0,0,2,2,7,GR,pt Club Crest Benfica,6,1,2,3,2,6,-4,5,,,,,28474,"Eduardo Salvio, Talisca - 1",Júlio César,,Benfica2015
2015,Roma,32,30,1774.892822,27,0.833333333,1.333333333,2.333333333,0,0,0,2,6,7,GR,it Club Crest Roma,6,1,2,3,8,14,-6,5,,,,,55183,Gervinho - 3,Morgan De Sanctis,,Roma2015
2015,CSKA Moscow,32,31,1728.723755,14,0.833333333,1,2.166666667,0,0,0,1,2,6,GR,ru Club Crest CSKA Moscow,6,1,2,3,6,13,-7,5,,,,,28500,Seydou Doumbia - 3,Igor Akinfeev,,CSKA Moscow2015
2015,Galatasaray,32,32,1635.930176,24,0.166666667,0.666666667,3.166666667,0,0,0,2,4,8,GR,tr Club Crest Galatasaray,6,0,1,5,4,19,-15,1,,,,,28489,Burak Y?lmaz - 2,Fernando Muslera,,Galatasaray2015
2014,Real Madrid,1,1,2026.980957,226,2.461538462,3.153846154,0.769230769,2,2,7,8,14,14,W,es Club Crest Real Madrid,13,10,2,1,41,10,31,32,,,,,78426,Cristiano Ronaldo - 17,Iker Casillas,? Champions League via playoff win,Real Madrid2014
2014,Atlético Madrid,2,2,1927.821655,4,2,2,0.769230769,0,0,0,0,1,2,F,es Club Crest Atlético Madrid,13,7,5,1,26,10,16,26,,,,,43994,Diego Costa - 8,Thibaut Courtois,,Atlético Madrid2014
2014,Bayern Munich,4,3,2082.975342,241,1.833333333,2,1.083333333,2,4,5,9,12,13,SF,de Club Crest Bayern Munich,12,6,4,2,24,13,11,22,,,,,67883,Thomas Müller - 5,Manuel Neuer,,Bayern Munich2014
2014,Chelsea,4,4,1910.436523,175,1.416666667,1.583333333,0.833333333,1,2,6,8,10,11,SF,eng Club Crest Chelsea,12,4,5,3,19,10,9,17,,,,,39531,Fernando Torres - 4,Petr ?ech,,Chelsea2014
2014,Paris S-G,8,5,1832.590576,11,2,2.5,0.9,0,0,0,1,2,3,QF,fr Club Crest Paris S-G,10,6,2,2,25,9,16,20,,,,,44680,Zlatan Ibrahimovi? - 10,Salvatore Sirigu,,Paris S-G2014
2014,Barcelona,8,6,2040.85791,293,1.8,2.1,0.8,3,3,9,10,12,13,QF,es Club Crest Barcelona,10,5,3,2,21,8,13,18,,,,,76033,Lionel Messi - 8,Víctor Valdés,,Barcelona2014
2014,Manchester Utd,8,7,1922.740845,194,1.8,1.7,0.9,1,3,5,9,12,14,QF,eng Club Crest Manchester Utd,10,5,3,2,17,9,8,18,,,,,74594,Robin van Persie - 4,David de Gea,,Manchester Utd2014
2014,Dortmund,8,8,1900.893921,37,1.7,1.8,1.3,0,1,1,1,2,5,QF,de Club Crest Dortmund,10,5,2,3,18,13,5,17,,,,,65829,Robert Lewandowski - 6,Roman Weidenfeller,,Dortmund2014
2014,Manchester City,16,9,1943.7771,2,1.875,2.375,1.75,0,0,0,0,0,2,R16,eng Club Crest Manchester City,8,5,0,3,19,14,5,15,,,,,43372,Sergio Agüero - 6,Joe Hart,,Manchester City2014
2014,Arsenal,16,10,1897.619141,96,1.7,1.4,0.8,0,1,2,6,13,14,R16,eng Club Crest Arsenal,10,5,2,3,14,8,6,17,,,,,59864,"Olivier Giroud, Jack Wilshere... - 2",Wojciech Szcz?sny,,Arsenal2014
2014,Olympiacos,16,11,1762.245972,16,1.625,1.5,1.375,0,0,0,0,2,12,R16,gr Club Crest Olympiacos,8,4,1,3,12,11,1,13,,,,,30632,"Kostas Mitroglou, Chori Domínguez - 3",Roberto,,Olympiacos2014
2014,Zenit,16,12,1741.041748,5,1.416666667,1.916666667,1.416666667,0,0,0,0,1,3,R16,ru Club Crest Zenit,12,4,5,3,23,17,6,17,,,,,17542,Hulk - 4,Yuri Lodygin,,Zenit2014
2014,Schalke 04,16,13,1788.521118,27,1.4,1.2,1.8,0,0,1,2,3,5,R16,de Club Crest Schalke 04,10,4,2,4,12,18,-6,14,,,,,53973,Julian Draxler - 3,"Ralf Fährmann, Timo Hildebrand",,Schalke 042014
2014,Leverkusen,16,14,1844.671753,42,1.25,1.25,2,0,1,1,1,4,6,R16,de Club Crest Leverkusen,8,3,1,4,10,16,-6,10,,,,,27867,Simon Rolfes - 3,Bernd Leno,,Leverkusen2014
2014,Milan,16,15,1744.451294,202,1.1,1.3,1.1,2,3,4,6,11,12,R16,it Club Crest Milan,10,2,5,3,13,11,2,11,,,,,64186,"Kaká, Mario Balotelli - 2",Christian Abbiati,,Milan2014
2014,Galatasaray,16,16,1716.258179,21,1,1.125,2.125,0,0,0,2,3,7,R16,tr Club Crest Galatasaray,8,2,2,4,9,17,-8,8,,,,,44710,Umut Bulut - 3,Fernando Muslera,,Galatasaray2014
2014,Napoli,32,17,1786.616455,3,2,1.666666667,1.5,0,0,0,0,1,1,GR,it Club Crest Napoli,6,4,0,2,10,9,1,12,,,,,42980,Gonzalo Higuaín - 4,Pepe Reina,,Napoli2014
2014,Benfica,32,18,1810.861694,18,1.666666667,1.333333333,1.333333333,0,0,0,2,2,6,GR,pt Club Crest Benfica,6,3,1,2,8,8,0,10,,,,,30847,"Filip ?uri?i?, Nicolás Gaitán... - 1",Artur Moraes,,Benfica2014
2014,Basel,32,19,1684.710083,8,1.6,1.5,1.1,0,0,0,0,2,4,GR,ch Club Crest Basel,10,4,4,2,15,11,4,16,,,,,33054,Mohamed Salah - 2,Yann Sommer,,Basel2014
2014,Viktoria Plze?,32,20,1690.565308,1,1.583333333,2.166666667,2,0,0,0,0,0,1,GR,cz Club Crest Viktoria Plze?,12,6,1,5,26,24,2,19,,,,,10880,"Daniel Kolá?, Marek Bakoš... - 1",Matúš Kozá?ik,,Viktoria Plze?2014
2014,Shakhtar,32,21,1801.782837,16,1.333333333,1.166666667,1,0,0,0,1,2,8,GR,ua Club Crest Shakhtar,6,2,2,2,7,6,1,8,,,,,48672,Alex Teixeira - 3,Andriy Pyatov,,Shakhtar2014
2014,Ajax,32,22,1707.127563,15,1.333333333,0.833333333,1.333333333,0,0,0,1,2,7,GR,nl Club Crest Ajax,6,2,2,2,5,8,-3,8,,,,,54866,Lasse Schöne - 2,Jasper Cillessen,,Ajax2014
2014,Austria Wien,32,23,1582.973511,0,1.3,1,1.3,0,0,0,0,0,0,GR,at Club Crest Austria Wien,10,3,4,3,10,13,-3,13,,,,,40225,"Roman Kienast, Philipp Hosiner - 2",Heinz Lindner,,Austria Wien2014
2014,Steaua,32,24,1645.636963,3,1.25,1.083333333,1.25,0,0,0,0,0,3,GR,ro Club Crest Steaua,12,3,6,3,13,15,-2,15,,,,,37081,"Federico Piovaccari, Leandro Tatu - 1",Ciprian T?t?ru?anu,,Steaua2014
2014,Celtic,32,25,1602.430542,13,1,1,1.333333333,0,0,0,0,3,7,GR,sct Club Crest Celtic,12,3,3,6,12,16,-4,12,,,,,58488,"Beram Kayal, James Forrest... - 1",Fraser Forster,,Celtic2014
2014,Juventus,32,26,1865.942017,63,1,1.5,1.5,0,1,1,4,7,9,GR,it Club Crest Juventus,6,1,3,2,9,9,0,6,,,,,36469,Arturo Vidal - 5,Gianluigi Buffon,,Juventus2014
2014,Porto,32,27,1807.923828,97,0.833333333,0.666666667,1.166666667,1,1,1,3,9,11,GR,pt Club Crest Porto,6,1,2,3,4,7,-3,5,,,,,29969,"Lucho González, Jackson Martínez - 2",Helton Arruda,,Porto2014
2014,FC Copenhagen,32,28,1552.105713,4,0.666666667,0.666666667,2.166666667,0,0,0,0,1,2,GR,dk Club Crest FC Copenhagen,6,1,1,4,4,13,-9,4,,,,,36656,"Nicolai Jørgensen, Daniel Braaten... - 1",Johan Wiland,,FC Copenhagen2014
2014,Real Sociedad,32,29,1791.424927,3,0.625,0.625,1.25,0,0,0,0,1,1,GR,es Club Crest Real Sociedad,8,1,2,5,5,10,-5,5,,,,,28300,Carlos Vela - 1,Claudio Bravo,,Real Sociedad2014
2014,CSKA Moscow,32,30,1666.192017,13,0.5,1.333333333,2.833333333,0,0,0,1,2,5,GR,ru Club Crest CSKA Moscow,6,1,0,5,8,17,-9,3,,,,,11333,"Keisuke Honda, Seydou Doumbia... - 2",Igor Akinfeev,,CSKA Moscow2014
2014,Anderlecht,32,31,1602.663452,9,0.166666667,0.666666667,2.833333333,0,0,0,0,1,7,GR,be Club Crest Anderlecht,6,0,1,5,4,17,-13,1,,,,,17054,"Massimo Bruno, Sacha Kljestan... - 1","Thomas Kaminski, Silvio Proto",,Anderlecht2014
2014,Marseille,32,32,1622.827515,17,0,0.833333333,2.333333333,0,0,0,1,3,7,GR,fr Club Crest Marseille,6,0,0,6,5,14,-9,0,,,,,38275,André Ayew - 2,Steve Mandanda,,Marseille2014
2013,Bayern Munich,1,1,1965.853394,178,2.461538462,2.384615385,0.846153846,1,3,4,8,11,12,W,de Club Crest Bayern Munich,13,10,2,1,31,11,20,32,,,,,73667,Thomas Müller - 8,Manuel Neuer,? Champions League via playoff win,Bayern Munich2013
2013,Dortmund,2,2,1935.716309,6,1.615384615,1.846153846,1.076923077,0,0,0,0,1,4,F,de Club Crest Dortmund,13,5,6,2,24,14,10,21,,,,,71239,Robert Lewandowski - 10,Roman Weidenfeller,,Dortmund2013
2013,Real Madrid,4,3,2031.182007,211,1.583333333,2.166666667,1.5,2,2,6,7,13,13,SF,es Club Crest Real Madrid,12,5,4,3,26,18,8,19,,,,,71313,Cristiano Ronaldo - 12,Diego López,,Real Madrid2013
2013,Barcelona,4,4,2087.927002,278,1.416666667,1.5,1.416666667,3,3,8,9,11,12,SF,es Club Crest Barcelona,12,4,5,3,18,17,1,17,,,,,81477,Lionel Messi - 8,Víctor Valdés,,Barcelona2013
2013,Paris S-G,8,5,1807.489746,4,2.1,2,0.8,0,0,0,0,1,2,QF,fr Club Crest Paris S-G,10,6,3,1,20,8,12,21,,,,,43868,Ezequiel Lavezzi - 5,Salvatore Sirigu,,Paris S-G2013
2013,Juventus,8,6,1835.488281,56,1.7,1.7,0.8,0,1,1,3,6,8,QF,it Club Crest Juventus,10,4,5,1,17,8,9,17,,,,,36047,Fabio Quagliarella - 4,Gianluigi Buffon,,Juventus2013
2013,Málaga,8,7,1817.273193,0,1.5,1.5,0.75,0,0,0,0,0,0,QF,es Club Crest Málaga,12,4,6,2,18,9,9,18,,,,,25824,Eliseu - 4,Willy Caballero,,Málaga2013
2013,Galatasaray,8,8,1674.092896,14,1.5,1.4,1.4,0,0,0,1,2,6,QF,tr Club Crest Galatasaray,10,4,3,3,14,14,0,15,,,,,47397,Burak Y?lmaz - 8,Fernando Muslera,,Galatasaray2013
2013,Porto,16,9,1878.861084,94,2,1.375,0.75,1,1,1,3,8,10,R16,pt Club Crest Porto,8,5,1,2,11,6,5,16,,,,,33909,Jackson Martínez - 3,Helton Arruda,,Porto2013
2013,Valencia,16,10,1794.847412,82,1.75,1.75,1,0,2,2,4,5,8,R16,es Club Crest Valencia,8,4,2,2,14,8,6,14,,,,,30679,Jonas - 5,Vicente Guaita,,Valencia2013
